TRANSACTION_ID,FF_NUMBER,PASSENGER_ID,RESERVATION_ID,TRANSACTION_DATE,TRANSACTION_TYPE,MILES_AMOUNT,SOURCE_SYSTEM,DESCRIPTION
500262,FF100065,65,,12-FEB-2024,EXPIRE,-500,MANUAL_ADJUSTMENT,Expired miles batch
500263,FF100070,70,,11-JUN-2024,BONUS,500,MANUAL_ADJUSTMENT,Bonus miles campaign
500264,FF100115,115,,2024-03-14,BONUS,5000,LOYALTY_SYSTEM,Bonus miles campaign
500265,FF100099,99,,2024-05-06,BONUS,5000,PROMOTION_ENGINE,Bonus miles campaign
500266,FF100038,38,,01/21/2024,BONUS,1000,LOYALTY_SYSTEM,Bonus miles campaign
500267,FF100108,108,,18-JUN-2024,EXPIRE,-5000,PROMOTION_ENGINE,Expired miles batch
500268,FF100084,84,,12-MAR-2024,BONUS,1000,PROMOTION_ENGINE,Bonus miles campaign
500269,FF100032,32,,06/27/2024,BONUS,5000,PROMOTION_ENGINE,Bonus miles campaign
500270,FF100059,59,,01/10/2024,BONUS,250,PROMOTION_ENGINE,Bonus miles campaign
500271,FF100001,1,,05/19/2024,EXPIRE,-5000,LOYALTY_SYSTEM,Expired miles batch
500272,FF100010,10,,23-JUN-2024,BONUS,2000,PROMOTION_ENGINE,Bonus miles campaign
500273,FF100120,120,,03/14/2024,EXPIRE,-750,LOYALTY_SYSTEM,Expired miles batch
500274,FF100060,60,,20-JUN-2024,BONUS,750,PROMOTION_ENGINE,Bonus miles campaign
500275,FF100068,68,,2024-03-22,BONUS,2000,MANUAL_ADJUSTMENT,Bonus miles campaign
500276,FF100018,18,,2024-03-28,ADJUSTMENT,1000,LOYALTY_SYSTEM,Customer care miles adjustment
500277,FF100093,93,,01/30/2024,ADJUSTMENT,250,PROMOTION_ENGINE,Customer care miles adjustment
500278,FF100074,74,,04/11/2024,BONUS,5000,LOYALTY_SYSTEM,Bonus miles campaign
500279,FF100005,5,,04/26/2024,BONUS,5000,LOYALTY_SYSTEM,Bonus miles campaign
500280,FF100036,36,,19-APR-2024,BONUS,2000,LOYALTY_SYSTEM,Bonus miles campaign
500281,FF100035,35,,05-FEB-2024,BONUS,500,LOYALTY_SYSTEM,Bonus miles campaign
500282,FF100083,83,,02/26/2024,BONUS,2000,LOYALTY_SYSTEM,Bonus miles campaign
500283,FF100034,34,,2024-03-23,BONUS,1500,MANUAL_ADJUSTMENT,Bonus miles campaign
500284,FF100086,86,,03/27/2024,BONUS,500,PROMOTION_ENGINE,Bonus miles campaign
500285,FF100109,109,,13-JUN-2024,ADJUSTMENT,-250,LOYALTY_SYSTEM,Customer care miles adjustment
500286,FF100037,37,,2024-04-16,EXPIRE,-750,PROMOTION_ENGINE,Expired miles batch
500287,FF100068,68,,2024-03-03,BONUS,1000,MANUAL_ADJUSTMENT,Bonus miles campaign
500288,FF100057,57,,21-JUN-2024,EXPIRE,-1000,PROMOTION_ENGINE,Expired miles batch
500289,FF100102,102,,26-JAN-2024,BONUS,250,LOYALTY_SYSTEM,Bonus miles campaign
500290,FF100095,95,,05/13/2024,BONUS,250,PROMOTION_ENGINE,Bonus miles campaign
500291,FF100018,18,,05/17/2024,EXPIRE,-5000,LOYALTY_SYSTEM,Expired miles batch
500292,FF100057,57,,04/14/2024,EXPIRE,-1500,PROMOTION_ENGINE,Expired miles batch
500293,FF100020,20,,03/29/2024,BONUS,750,PROMOTION_ENGINE,Bonus miles campaign
500294,FF100029,29,,2024-02-03,BONUS,2000,MANUAL_ADJUSTMENT,Bonus miles campaign
500295,FF100078,78,,22-APR-2024,EXPIRE,-1000,LOYALTY_SYSTEM,Expired miles batch
500296,FF100063,63,,06/07/2024,EXPIRE,-1000,PROMOTION_ENGINE,Expired miles batch
500297,FF100091,91,,2024-02-15,EXPIRE,-1000,LOYALTY_SYSTEM,Expired miles batch
500298,FF100097,97,,03/06/2024,BONUS,750,LOYALTY_SYSTEM,Bonus miles campaign
500299,FF100054,54,,2024-02-21,EXPIRE,-2000,LOYALTY_SYSTEM,Expired miles batch
500300,FF100091,91,,2024-03-12,ADJUSTMENT,-250,LOYALTY_SYSTEM,Customer care miles adjustment
500301,FF100007,7,,2024-04-14,BONUS,2000,LOYALTY_SYSTEM,Bonus miles campaign
500302,FF100087,87,,06/27/2024,EXPIRE,-1000,PROMOTION_ENGINE,Expired miles batch
500303,FF100101,101,,02/26/2024,EXPIRE,-250,LOYALTY_SYSTEM,Expired miles batch
500304,FF100101,101,,02/26/2024,EXPIRE,-500,LOYALTY_SYSTEM,Expired miles batch
500305,FF100052,52,,2024-05-06,EXPIRE,-500,PROMOTION_ENGINE,Expired miles batch
500306,FF100113,113,,06/03/2024,EXPIRE,-1000,MANUAL_ADJUSTMENT,Expired miles batch
500307,FF100007,7,,2024-01-06,BONUS,750,LOYALTY_SYSTEM,Bonus miles campaign
500308,FF100082,82,,03/15/2024,EXPIRE,-250,PROMOTION_ENGINE,Expired miles batch
500309,FF100073,73,,2024-05-22,BONUS,750,PROMOTION_ENGINE,Bonus miles campaign
500310,FF100114,114,,01-APR-2024,BONUS,500,MANUAL_ADJUSTMENT,Bonus miles campaign
500311,FF100029,29,,24-MAR-2024,EXPIRE,-5000,PROMOTION_ENGINE,Expired miles batch
500312,FF100085,85,,17-MAR-2024,BONUS,250,LOYALTY_SYSTEM,Bonus miles campaign
500313,FF100106,106,,2024-01-05,BONUS,1500,LOYALTY_SYSTEM,Bonus miles campaign
500314,FF100092,92,,01-JUN-2024,EXPIRE,-500,MANUAL_ADJUSTMENT,Expired miles batch
500315,FF100035,35,,06-JAN-2024,BONUS,2000,MANUAL_ADJUSTMENT,Bonus miles campaign
500316,FF100042,42,,2024-05-15,BONUS,1500,LOYALTY_SYSTEM,Bonus miles campaign
500317,FF100055,55,,13-FEB-2024,EXPIRE,-500,MANUAL_ADJUSTMENT,Expired miles batch
500318,FF100088,88,,2024-04-04,BONUS,250,PROMOTION_ENGINE,Bonus miles campaign
500319,FF100038,38,,02/11/2024,BONUS,500,LOYALTY_SYSTEM,Bonus miles campaign
500320,FF100021,21,,04/20/2024,EXPIRE,-750,MANUAL_ADJUSTMENT,Expired miles batch
500321,FF100029,29,,2024-06-06,BONUS,750,PROMOTION_ENGINE,Bonus miles campaign
500322,FF100016,16,,02/05/2024,BONUS,5000,MANUAL_ADJUSTMENT,Bonus miles campaign
500323,FF100085,85,,2024-03-08,BONUS,5000,PROMOTION_ENGINE,Bonus miles campaign
500324,FF100110,110,,2024-05-27,BONUS,250,LOYALTY_SYSTEM,Bonus miles campaign
500325,FF100066,66,,2024-01-27,ADJUSTMENT,-250,LOYALTY_SYSTEM,Customer care miles adjustment
500326,FF100042,42,,02-MAR-2024,EXPIRE,-1500,LOYALTY_SYSTEM,Expired miles batch
500327,FF100074,74,,03/14/2024,BONUS,5000,MANUAL_ADJUSTMENT,Bonus miles campaign
500328,FF100062,62,,03/21/2024,BONUS,5000,MANUAL_ADJUSTMENT,Bonus miles campaign
500329,FF100047,47,,05/22/2024,BONUS,1000,LOYALTY_SYSTEM,Bonus miles campaign
500330,FF100085,85,,03-MAR-2024,EXPIRE,-2000,LOYALTY_SYSTEM,Expired miles batch
500331,FF100003,3,,2024-03-24,BONUS,1000,PROMOTION_ENGINE,Bonus miles campaign
500332,FF100076,76,,06/03/2024,BONUS,5000,MANUAL_ADJUSTMENT,Bonus miles campaign
500333,FF100043,43,,02/27/2024,EXPIRE,-5000,MANUAL_ADJUSTMENT,Expired miles batch
500334,FF100046,46,,2024-01-09,BONUS,5000,MANUAL_ADJUSTMENT,Bonus miles campaign
500335,FF100049,49,,06/12/2024,BONUS,5000,LOYALTY_SYSTEM,Bonus miles campaign
500336,FF100048,48,,2024-04-07,BONUS,2000,PROMOTION_ENGINE,Bonus miles campaign
500337,FF100094,94,,2024-05-05,BONUS,5000,LOYALTY_SYSTEM,Bonus miles campaign
500338,FF100103,103,,05/25/2024,BONUS,2000,PROMOTION_ENGINE,Bonus miles campaign
500339,FF100013,13,,2024-05-18,EXPIRE,-250,PROMOTION_ENGINE,Expired miles batch
500340,FF100079,79,,06/19/2024,BONUS,5000,PROMOTION_ENGINE,Bonus miles campaign
500341,FF100092,92,,28-JUN-2024,EXPIRE,-1500,LOYALTY_SYSTEM,Expired miles batch
500342,FF100082,82,,02/16/2024,BONUS,5000,MANUAL_ADJUSTMENT,Bonus miles campaign
500343,FF100017,17,,2024-01-25,EXPIRE,-1000,PROMOTION_ENGINE,Expired miles batch
500344,FF100030,30,,06/12/2024,EXPIRE,-1500,MANUAL_ADJUSTMENT,Expired miles batch
500345,FF100105,105,,09-JUN-2024,BONUS,2000,PROMOTION_ENGINE,Bonus miles campaign
500346,FF100051,51,,30-MAY-2024,ADJUSTMENT,500,LOYALTY_SYSTEM,Customer care miles adjustment
500347,FF100058,58,,10-MAY-2024,EXPIRE,-1500,PROMOTION_ENGINE,Expired miles batch
500034,FF100013,13,36,02/04/2024,EARN,1600,RESERVATION_SYSTEM,Miles earned from completed flight booking
